title,url,product,capability,priority,key_evidence,accessed_on,discovered_in
Ontology peering,https://www.palantir.com/docs/foundry/peer-manager/ontology-peering-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Peer Manager — Overview,https://www.palantir.com/docs/foundry/peer-manager/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Update a peer connection's settings,https://www.palantir.com/docs/foundry/peer-manager/peer-connection-settings/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Peer profiles,https://www.palantir.com/docs/foundry/peer-manager/peer-profiles/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Build an application,https://www.palantir.com/docs/foundry/pilot/build-an-application/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Deploy an application,https://www.palantir.com/docs/foundry/pilot/deploy-an-application/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Pilot — Getting Started,https://www.palantir.com/docs/foundry/pilot/getting-started/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Models and agent modes,https://www.palantir.com/docs/foundry/pilot/models-and-modes/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Ontology tab,https://www.palantir.com/docs/foundry/pilot/ontology-tab/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Pilot — Overview,https://www.palantir.com/docs/foundry/pilot/overview/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Provide context and attachments,https://www.palantir.com/docs/foundry/pilot/provide-context/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Troubleshooting,https://www.palantir.com/docs/foundry/pilot/troubleshooting/,Foundry & AIP,Use case development,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Use case development
Pilot — Overview,https://www.palantir.com/docs/foundry/pilot/workspace-overview/,Foundry & AIP,Use case development,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Use case development
Approve a change,https://www.palantir.com/docs/foundry/pipeline-builder/branches-approve-a-change/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create a branch,https://www.palantir.com/docs/foundry/pipeline-builder/branches-create-a-branch/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Fallback branches,https://www.palantir.com/docs/foundry/pipeline-builder/branches-fallback-branches/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Overview,https://www.palantir.com/docs/foundry/pipeline-builder/branches-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Propose a change,https://www.palantir.com/docs/foundry/pipeline-builder/branches-propose-a-change/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Branch protection,https://www.palantir.com/docs/foundry/pipeline-builder/branches-protected-branches/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Breaking changes,https://www.palantir.com/docs/foundry/pipeline-builder/breaking-changes/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Compute profile permissions,https://www.palantir.com/docs/foundry/pipeline-builder/compute-profile-permissions/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Core Concepts,https://www.palantir.com/docs/foundry/pipeline-builder/core-concepts/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configure data health checks,https://www.palantir.com/docs/foundry/pipeline-builder/dataexpectations-configure-health-check/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Overview,https://www.palantir.com/docs/foundry/pipeline-builder/dataexpectations-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configure unit tests,https://www.palantir.com/docs/foundry/pipeline-builder/dataexpectations-unit-tests/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add datasets,https://www.palantir.com/docs/foundry/pipeline-builder/datasets-add/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Computation modes for batch,https://www.palantir.com/docs/foundry/pipeline-builder/datasets-computation-modes-for-batch/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add generated data,https://www.palantir.com/docs/foundry/pipeline-builder/datasets-generated/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Overview,https://www.palantir.com/docs/foundry/pipeline-builder/datasets-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Configure sources and dataset syncs,https://www.palantir.com/docs/foundry/pipeline-builder/datasets-sources/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Evaluation suite,https://www.palantir.com/docs/foundry/pipeline-builder/evaluation-suite/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Export pipeline code,https://www.palantir.com/docs/foundry/pipeline-builder/export-pipeline/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Functions Index,https://www.palantir.com/docs/foundry/pipeline-builder/functions-index/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Build settings,https://www.palantir.com/docs/foundry/pipeline-builder/management-build-settings/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Charts,https://www.palantir.com/docs/foundry/pipeline-builder/management-charts/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Checkpoints,https://www.palantir.com/docs/foundry/pipeline-builder/management-checkpoints/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Color groups,https://www.palantir.com/docs/foundry/pipeline-builder/management-color-groups/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create custom functions,https://www.palantir.com/docs/foundry/pipeline-builder/management-create-custom-functions/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Folders in Pipeline Builder,https://www.palantir.com/docs/foundry/pipeline-builder/management-file-tree/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Find and replace,https://www.palantir.com/docs/foundry/pipeline-builder/management-find-and-replace/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add an input sampling strategy,https://www.palantir.com/docs/foundry/pipeline-builder/management-input-sampling/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Job groups,https://www.palantir.com/docs/foundry/pipeline-builder/management-job-groups/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Overview,https://www.palantir.com/docs/foundry/pipeline-builder/management-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline parameters,https://www.palantir.com/docs/foundry/pipeline-builder/management-parameter-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Show and hide nodes,https://www.palantir.com/docs/foundry/pipeline-builder/management-show-hide-nodes/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Text nodes,https://www.palantir.com/docs/foundry/pipeline-builder/management-text-nodes/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add pipeline to a Marketplace product,https://www.palantir.com/docs/foundry/pipeline-builder/marketplace-pipeline-builder/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Navigation,https://www.palantir.com/docs/foundry/pipeline-builder/navigation/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Null handling,https://www.palantir.com/docs/foundry/pipeline-builder/null-handling/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add a dataset output,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-add-dataset-output/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add a geotemporal series sync output,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-add-geotemporal-series-output/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add a media set output,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-add-media-set-output/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add an Ontology output,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-add-ontology-output/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Add a virtual table output,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-add-virtual-table-output/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Deliver pipeline,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-deliver-pipeline/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Overview,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Preview pipeline,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-preview-pipeline/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Remove markings on outputs and organizations,https://www.palantir.com/docs/foundry/pipeline-builder/outputs-remove-markings-and-organizations/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Learn more about Pipeline Builder.,https://www.palantir.com/docs/foundry/pipeline-builder/overview/,Foundry & AIP,Cross-capability / platform,P0,Official architectural spine or core ontology lifecycle page; reviewed directly in the research synthesis.,2026-07-27,Data connectivity & integration | Developer toolchain
AIP features,https://www.palantir.com/docs/foundry/pipeline-builder/pipeline-builder-aip/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Use LLM node,https://www.palantir.com/docs/foundry/pipeline-builder/pipeline-builder-llm/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create a schedule,https://www.palantir.com/docs/foundry/pipeline-builder/schedules-create-schedule/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Overview,https://www.palantir.com/docs/foundry/pipeline-builder/schedules-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create a schedule with AIP,https://www.palantir.com/docs/foundry/pipeline-builder/schedules-scheduler-aip/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Subgraphs,https://www.palantir.com/docs/foundry/pipeline-builder/subgraphs/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Tips and tricks,https://www.palantir.com/docs/foundry/pipeline-builder/tips-and-tricks/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create geospatial transforms,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-geospatial/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Join data,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-join-data/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pipeline Builder — Overview,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Pattern mining,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-pattern-mining/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Split transform,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-split/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Joins in streaming pipelines,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-streaming-joins/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Trained model node,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-trained-model/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Transform data,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-transform-data/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Transform media,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-transform-media/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Union data,https://www.palantir.com/docs/foundry/pipeline-builder/transforms-union-data/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create unique IDs,https://www.palantir.com/docs/foundry/pipeline-builder/unique-id-creation/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
"Migrate from and disable ""Ignore inherited permissions"" setting [Planned deprecation]",https://www.palantir.com/docs/foundry/platform-security-management/disabling-ignore-inherited-permissions/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
"Migrate from and disable ""Propagate view requirements"" setting [Planned deprecation]",https://www.palantir.com/docs/foundry/platform-security-management/disabling-propagate-view-requirements/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage granular policies,https://www.palantir.com/docs/foundry/platform-security-management/manage-granular-policies/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage groups,https://www.palantir.com/docs/foundry/platform-security-management/manage-groups/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage markings,https://www.palantir.com/docs/foundry/platform-security-management/manage-markings/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage organizations and spaces,https://www.palantir.com/docs/foundry/platform-security-management/manage-orgs-and-spaces/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage Project constraints,https://www.palantir.com/docs/foundry/platform-security-management/manage-project-constraints/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage Project templates,https://www.palantir.com/docs/foundry/platform-security-management/manage-project-templates/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage restricted views,https://www.palantir.com/docs/foundry/platform-security-management/manage-restricted-views/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Manage roles,https://www.palantir.com/docs/foundry/platform-security-management/manage-roles/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
security controls,https://www.palantir.com/docs/foundry/platform-security-management/manage-users/,Foundry & AIP,Cross-capability / platform,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Management & enablement | Security & governance
Foundry third-party application & API guidance,https://www.palantir.com/docs/foundry/platform-security-third-party/3pa-api-guidance/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Authorizing third-party application access,https://www.palantir.com/docs/foundry/platform-security-third-party/authorizing-3pa-access/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Danger zone actions,https://www.palantir.com/docs/foundry/platform-security-third-party/danger-zone-actions/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Enabling third-party application access,https://www.palantir.com/docs/foundry/platform-security-third-party/enabling-3pa-access/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Managing third-party applications,https://www.palantir.com/docs/foundry/platform-security-third-party/manage-3pa/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Registering third-party applications,https://www.palantir.com/docs/foundry/platform-security-third-party/register-3pa/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Platform Security Third Party — Overview,https://www.palantir.com/docs/foundry/platform-security-third-party/third-party-apps-overview/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
User-generated tokens,https://www.palantir.com/docs/foundry/platform-security-third-party/user-generated-tokens/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Writing OAuth2 clients for Foundry,https://www.palantir.com/docs/foundry/platform-security-third-party/writing-oauth2-clients/,Foundry & AIP,Security & governance,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Security & governance
Advanced examples,https://www.palantir.com/docs/foundry/preparation/advanced-examples/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Basic examples,https://www.palantir.com/docs/foundry/preparation/basic-examples/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Preparation — Faq,https://www.palantir.com/docs/foundry/preparation/faq/,Foundry & AIP,Data connectivity & integration,P2,"Current official navigation entry retained for completeness; specialized, lifecycle-warning, or reference material.",2026-07-27,Data connectivity & integration
Preparation — Getting Started,https://www.palantir.com/docs/foundry/preparation/getting-started/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Preparation — Overview,https://www.palantir.com/docs/foundry/preparation/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Create a simple preparation,https://www.palantir.com/docs/foundry/preparation/preparation-tutorial/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Project references,https://www.palantir.com/docs/foundry/preparation/project-references/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
AWS Private Link,https://www.palantir.com/docs/foundry/private-link/aws-private-link/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Azure Private link,https://www.palantir.com/docs/foundry/private-link/azure-private-link/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Customer-owned domain with Private Link,https://www.palantir.com/docs/foundry/private-link/customer-owned-domain-private-link/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
GCP Private Service Connect,https://www.palantir.com/docs/foundry/private-link/gcp-private-service-connect/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Private Link — Overview,https://www.palantir.com/docs/foundry/private-link/overview/,Foundry & AIP,Data connectivity & integration,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Data connectivity & integration
Canvas mode,https://www.palantir.com/docs/foundry/quiver/analysis-canvas/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Data model,https://www.palantir.com/docs/foundry/quiver/analysis-data-model/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Global identifiers,https://www.palantir.com/docs/foundry/quiver/analysis-global-identifiers/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Graph color groups,https://www.palantir.com/docs/foundry/quiver/analysis-graph-color-groups/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Organize and filter the graph,https://www.palantir.com/docs/foundry/quiver/analysis-graph-organization/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Graph mode,https://www.palantir.com/docs/foundry/quiver/analysis-graph/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Saving and sharing,https://www.palantir.com/docs/foundry/quiver/analysis-save-share/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Quiver — Settings,https://www.palantir.com/docs/foundry/quiver/analysis-settings/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Analysis toolbars,https://www.palantir.com/docs/foundry/quiver/analysis-toolbars/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Analysis types,https://www.palantir.com/docs/foundry/quiver/analysis-types/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Action button,https://www.palantir.com/docs/foundry/quiver/card-action-button/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
After,https://www.palantir.com/docs/foundry/quiver/card-after/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
Align series to event set,https://www.palantir.com/docs/foundry/quiver/card-align-series-to-event-set/,Foundry & AIP,Analytics,P1,"Current official capability navigation entry; subsystem detail, implementation guidance, or API/tool documentation.",2026-07-27,Analytics
